Iteration,File,Buffer Size,Jitter Magnitude,Policy,Base Length for Thresholding,Threshold,Decay,Average Queue Size,Std Dev Queue Size,Average Frame Time,Std Dev Frame Time,Interrupt Count,Interrupts Magnitude(ms),Interrupt Mag (ms/s),Std Interrupt Mag,Interrupt Frequency (/s)
1,jitter_values_20250227_183715.csv,2,40,E-Policy,3,600,2,4.71787046456426,0.8800649542986909,16.69910454391319,1.834214129645672,2,"51.5305, 38.2986",0.4273516447098664,6.6159500000000016,0.0369004122459909
2,jitter_values_20250227_183839.csv,2,40,E-Policy,3,600,2,5.5647130647130645,1.1157827951206618,16.702230772283272,1.8914605279102248,2,"68.96551, 34.9592",0.6247195293746888,17.003154999999996,0.0335347482497705
3,jitter_values_20250227_184004.csv,2,40,E-Policy,3,600,2,5.186394142769982,1.1096592546857695,16.701663117754727,2.063643207172521,1,67.7757,0.5770595763420595,0.0,0.0167543535290827
4,jitter_values_20250227_184128.csv,2,40,E-Policy,3,600,2,4.887160719731625,0.6185680550867919,16.697370295821898,1.7908384174603087,1,68.694,0.5924067140533847,0.0,0.0167532679970842
5,jitter_values_20250227_184252.csv,2,40,E-Policy,3,600,2,5.059487492373399,0.8229615867489339,16.701886485661987,2.106235414116852,1,70.1106,0.6163297956660816,0.0,0.0167584451673509
6,jitter_values_20250227_184417.csv,2,40,E-Policy,3,600,2,4.451052150045745,1.051146831514993,16.68648837755413,3.0850135861259687,12,"90.5748, 95.56409, 50.3906, 69.8825, 50.4601, 35.7752, 33.6806, 35.0525, 34.3572, 35.0406, 34.57, 35.2302",3.3594745881553094,21.86103672664011,0.2009872382850496
7,jitter_values_20250227_184541.csv,2,40,E-Policy,3,600,2,5.4278303326213,1.6504875767619285,16.707346841623437,2.0451053203427456,2,"81.0945, 37.3536",0.867700237834065,21.87045,0.0335139529487738
8,jitter_values_20250227_184705.csv,2,40,E-Policy,3,600,2,5.696063472688435,0.9603366096241442,16.699426975892585,1.9094429437088205,1,68.4186,0.5880149636762991,0.0,0.0167595982791266
9,jitter_values_20250227_184830.csv,2,40,E-Policy,3,600,2,5.540128166005493,0.9765212524375666,16.700487946292338,1.851621715491964,2,"64.5476, 34.2444",0.5384132446300575,15.151600000000002,0.0335195443041682
10,jitter_values_20250227_184954.csv,2,40,E-Policy,3,600,2,5.504578754578755,1.6848613161204635,16.711890628815627,2.1204863813773502,2,"87.7534, 37.0828",0.9748888152195672,25.3353,0.0335188811634093
11,jitter_values_20250227_185118.csv,2,40,E-Policy,3,600,2,5.634004884004884,1.171437670364351,16.71062951770452,2.063830054832326,2,"68.5418, 33.6091",0.5947276588725784,17.46635,0.0335206724424853
12,jitter_values_20250227_185243.csv,2,40,E-Policy,3,600,2,4.816535702084045,0.9266465591202704,16.700847488896482,2.19811998472446,3,"33.7139, 84.86, 33.5678",0.96869476730315,24.145012531369705,0.0557343625807784
13,jitter_values_20250227_185407.csv,2,40,E-Policy,3,600,2,5.1931644797070495,1.0218502461830552,16.70227686908758,2.535667387069324,1,83.3048,0.8374546858130308,0.0,0.0167586575469495
14,jitter_values_20250227_185532.csv,2,40,E-Policy,3,600,2,5.592490842490842,1.0027405614135196,16.700547435897438,1.8142735424387972,1,70.221,0.6185343954846938,0.0,0.0167680545438872
15,jitter_values_20250227_185656.csv,2,40,E-Policy,3,600,2,4.456375838926174,1.322011688825421,16.69966769371568,2.037661631004604,1,82.2661,0.8198737290043174,0.0,0.0167551069768734
