Step,Queue Length,Counters,Thresholds
1,Queue Length: 11,Counters: [1 1 1 1 1 1 1 1 1 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
2,Queue Length: 11,Counters: [2 2 2 2 2 2 2 2 2 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
3,Queue Length: 10,Counters: [3 3 3 3 3 3 3 3 0 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
4,Queue Length: 11,Counters: [4 4 4 4 4 4 4 4 1 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
5,Queue Length: 11,Counters: [5 5 5 5 5 5 5 5 2 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
6,Queue Length: 11,Counters: [6 6 6 6 6 6 6 6 3 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
7,Queue Length: 11,Counters: [7 7 7 7 7 7 7 7 4 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
8,Queue Length: 11,Counters: [8 8 8 8 8 8 8 8 5 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
9,Queue Length: 11,Counters: [9 9 9 9 9 9 9 9 6 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
10,Queue Length: 11,Counters: [10 10 10 10 10 10 10 10 7 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
11,Queue Length: 11,Counters: [11 11 11 11 11 11 11 11 8 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
12,Queue Length: 10,Counters: [12 12 12 12 12 12 12 12 0 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
13,Queue Length: 11,Counters: [13 13 13 13 13 13 13 13 1 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
14,Queue Length: 11,Counters: [14 14 14 14 14 14 14 14 2 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
15,Queue Length: 11,Counters: [15 15 15 15 15 15 15 15 3 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
16,Queue Length: 11,Counters: [16 16 16 16 16 16 16 16 4 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
17,Queue Length: 11,Counters: [17 17 17 17 17 17 17 17 5 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
18,Queue Length: 11,Counters: [18 18 18 18 18 18 18 18 6 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
19,Queue Length: 11,Counters: [19 19 19 19 19 19 19 19 7 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
20,Queue Length: 11,Counters: [20 20 20 20 20 20 20 20 8 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
21,Queue Length: 10,Counters: [21 21 21 21 21 21 21 21 0 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
22,Queue Length: 11,Counters: [22 22 22 22 22 22 22 22 1 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
23,Queue Length: 10,Counters: [23 23 23 23 23 23 23 23 0 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
24,Queue Length: 11,Counters: [24 24 24 24 24 24 24 24 1 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
25,Queue Length: 11,Counters: [25 25 25 25 25 25 25 25 2 0 ],Thresholds: [0 600 600 300 200 120 85 54 35 24 ]
