Step,Queue Length,Counters,Thresholds
1,Queue Length: 10,Counters: [1 1 1 1 1 1 1 1 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 ]
2,Queue Length: 11,Counters: [2 2 2 2 2 2 2 2 2 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
3,Queue Length: 11,Counters: [3 3 3 3 3 3 3 3 3 2 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
4,Queue Length: 10,Counters: [4 4 4 4 4 4 4 4 4 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
5,Queue Length: 10,Counters: [5 5 5 5 5 5 5 5 5 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
6,Queue Length: 10,Counters: [6 6 6 6 6 6 6 6 6 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
7,Queue Length: 11,Counters: [7 7 7 7 7 7 7 7 7 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
8,Queue Length: 11,Counters: [8 8 8 8 8 8 8 8 8 2 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
9,Queue Length: 11,Counters: [9 9 9 9 9 9 9 9 9 3 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
10,Queue Length: 10,Counters: [10 10 10 10 10 10 10 10 10 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
11,Queue Length: 11,Counters: [11 11 11 11 11 11 11 11 11 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
12,Queue Length: 11,Counters: [12 12 12 12 12 12 12 12 12 2 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
13,Queue Length: 11,Counters: [13 13 13 13 13 13 13 13 13 3 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
14,Queue Length: 11,Counters: [14 14 14 14 14 14 14 14 14 4 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
15,Queue Length: 11,Counters: [15 15 15 15 15 15 15 15 15 5 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
16,Queue Length: 11,Counters: [16 16 16 16 16 16 16 16 16 6 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
17,Queue Length: 11,Counters: [17 17 17 17 17 17 17 17 17 7 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
18,Queue Length: 11,Counters: [18 18 18 18 18 18 18 18 18 8 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
19,Queue Length: 11,Counters: [19 19 19 19 19 19 19 19 19 9 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
20,Queue Length: 11,Counters: [20 20 20 20 20 20 20 20 20 10 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
21,Queue Length: 11,Counters: [21 21 21 21 21 21 21 21 21 11 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
22,Queue Length: 11,Counters: [22 22 22 22 22 22 22 22 22 12 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
23,Queue Length: 10,Counters: [23 23 23 23 23 23 23 23 23 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
24,Queue Length: 11,Counters: [24 24 24 24 24 24 24 24 24 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
25,Queue Length: 10,Counters: [25 25 25 25 25 25 25 25 25 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
26,Queue Length: 11,Counters: [26 26 26 26 26 26 26 26 26 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
27,Queue Length: 11,Counters: [27 27 27 27 27 27 27 27 27 2 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
28,Queue Length: 11,Counters: [28 28 28 28 28 28 28 28 28 3 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
29,Queue Length: 11,Counters: [29 29 29 29 29 29 29 29 29 4 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
30,Queue Length: 11,Counters: [30 30 30 30 30 30 30 30 30 5 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
31,Queue Length: 11,Counters: [31 31 31 31 31 31 31 31 31 6 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
32,Queue Length: 11,Counters: [32 32 32 32 32 32 32 32 32 7 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
33,Queue Length: 11,Counters: [33 33 33 33 33 33 33 33 33 8 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
34,Queue Length: 11,Counters: [34 34 34 34 34 34 34 34 34 9 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
35,Queue Length: 11,Counters: [35 35 35 35 35 35 35 35 35 10 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
36,Queue Length: 11,Counters: [36 36 36 36 36 36 36 36 36 11 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
37,Queue Length: 10,Counters: [37 37 37 37 37 37 37 37 37 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
38,Queue Length: 11,Counters: [38 38 38 38 38 38 38 38 38 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
39,Queue Length: 11,Counters: [39 39 39 39 39 39 39 39 39 2 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
40,Queue Length: 11,Counters: [40 40 40 40 40 40 40 40 40 3 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
41,Queue Length: 11,Counters: [41 41 41 41 41 41 41 41 41 4 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
