Step,Queue Length,Counters,Thresholds
1,Queue Length: 11,Counters: [1 1 1 1 1 1 1 1 1 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
2,Queue Length: 10,Counters: [2 2 2 2 2 2 2 2 2 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
3,Queue Length: 10,Counters: [3 3 3 3 3 3 3 3 3 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
4,Queue Length: 10,Counters: [4 4 4 4 4 4 4 4 4 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
5,Queue Length: 10,Counters: [5 5 5 5 5 5 5 5 5 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
6,Queue Length: 10,Counters: [6 6 6 6 6 6 6 6 6 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
7,Queue Length: 11,Counters: [7 7 7 7 7 7 7 7 7 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
8,Queue Length: 10,Counters: [8 8 8 8 8 8 8 8 8 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
9,Queue Length: 10,Counters: [9 9 9 9 9 9 9 9 9 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
10,Queue Length: 10,Counters: [10 10 10 10 10 10 10 10 10 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
11,Queue Length: 10,Counters: [11 11 11 11 11 11 11 11 11 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
12,Queue Length: 10,Counters: [12 12 12 12 12 12 12 12 12 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
13,Queue Length: 10,Counters: [13 13 13 13 13 13 13 13 13 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
14,Queue Length: 11,Counters: [14 14 14 14 14 14 14 14 14 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
15,Queue Length: 11,Counters: [15 15 15 15 15 15 15 15 15 2 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
16,Queue Length: 10,Counters: [16 16 16 16 16 16 16 16 16 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
17,Queue Length: 11,Counters: [17 17 17 17 17 17 17 17 17 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
18,Queue Length: 10,Counters: [18 18 18 18 18 18 18 18 18 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
19,Queue Length: 10,Counters: [19 19 19 19 19 19 19 19 19 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
20,Queue Length: 10,Counters: [20 20 20 20 20 20 20 20 20 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
21,Queue Length: 10,Counters: [21 21 21 21 21 21 21 21 21 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
22,Queue Length: 11,Counters: [22 22 22 22 22 22 22 22 22 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
23,Queue Length: 11,Counters: [23 23 23 23 23 23 23 23 23 2 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
24,Queue Length: 10,Counters: [24 24 24 24 24 24 24 24 24 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
25,Queue Length: 11,Counters: [25 25 25 25 25 25 25 25 25 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
26,Queue Length: 11,Counters: [26 26 26 26 26 26 26 26 26 2 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
27,Queue Length: 11,Counters: [27 27 27 27 27 27 27 27 27 3 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
28,Queue Length: 11,Counters: [28 28 28 28 28 28 28 28 28 4 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
29,Queue Length: 11,Counters: [29 29 29 29 29 29 29 29 29 5 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
30,Queue Length: 10,Counters: [30 30 30 30 30 30 30 30 30 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
31,Queue Length: 11,Counters: [31 31 31 31 31 31 31 31 31 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
32,Queue Length: 10,Counters: [32 32 32 32 32 32 32 32 32 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
33,Queue Length: 10,Counters: [33 33 33 33 33 33 33 33 33 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
34,Queue Length: 11,Counters: [34 34 34 34 34 34 34 34 34 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
35,Queue Length: 10,Counters: [35 35 35 35 35 35 35 35 35 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
36,Queue Length: 11,Counters: [36 36 36 36 36 36 36 36 36 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
37,Queue Length: 11,Counters: [37 37 37 37 37 37 37 37 37 2 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
38,Queue Length: 10,Counters: [38 38 38 38 38 38 38 38 38 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
39,Queue Length: 10,Counters: [39 39 39 39 39 39 39 39 39 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
40,Queue Length: 10,Counters: [40 40 40 40 40 40 40 40 40 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
41,Queue Length: 10,Counters: [41 41 41 41 41 41 41 41 41 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
42,Queue Length: 10,Counters: [42 42 42 42 42 42 42 42 42 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
43,Queue Length: 10,Counters: [43 43 43 43 43 43 43 43 43 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
44,Queue Length: 11,Counters: [44 44 44 44 44 44 44 44 44 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
45,Queue Length: 11,Counters: [45 45 45 45 45 45 45 45 45 2 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
46,Queue Length: 11,Counters: [46 46 46 46 46 46 46 46 46 3 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
47,Queue Length: 11,Counters: [47 47 47 47 47 47 47 47 47 4 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
48,Queue Length: 11,Counters: [48 48 48 48 48 48 48 48 48 5 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
49,Queue Length: 10,Counters: [49 49 49 49 49 49 49 49 49 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
50,Queue Length: 11,Counters: [50 50 50 50 50 50 50 50 50 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
51,Queue Length: 10,Counters: [51 51 51 51 51 51 51 51 51 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
52,Queue Length: 10,Counters: [52 52 52 52 52 52 52 52 52 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
53,Queue Length: 10,Counters: [53 53 53 53 53 53 53 53 53 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
54,Queue Length: 11,Counters: [54 54 54 54 54 54 54 54 54 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
55,Queue Length: 10,Counters: [0 0 0 0 0 0 0 0 0 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
56,Queue Length: 10,Counters: [1 1 1 1 1 1 1 1 1 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
57,Queue Length: 10,Counters: [2 2 2 2 2 2 2 2 2 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
58,Queue Length: 9,Counters: [3 3 3 3 3 3 3 3 0 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
59,Queue Length: 10,Counters: [4 4 4 4 4 4 4 4 1 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
60,Queue Length: 10,Counters: [5 5 5 5 5 5 5 5 2 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
61,Queue Length: 9,Counters: [6 6 6 6 6 6 6 6 0 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
62,Queue Length: 10,Counters: [7 7 7 7 7 7 7 7 1 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
63,Queue Length: 10,Counters: [8 8 8 8 8 8 8 8 2 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
64,Queue Length: 9,Counters: [9 9 9 9 9 9 9 9 0 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
65,Queue Length: 10,Counters: [10 10 10 10 10 10 10 10 1 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
66,Queue Length: 10,Counters: [11 11 11 11 11 11 11 11 2 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
67,Queue Length: 10,Counters: [12 12 12 12 12 12 12 12 3 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
