Step,Queue Length,Counters,Thresholds
1,Queue Length: 10,Counters: [1 1 1 1 1 1 1 1 1 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 ]
2,Queue Length: 11,Counters: [2 2 2 2 2 2 2 2 2 1 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
3,Queue Length: 11,Counters: [3 3 3 3 3 3 3 3 3 2 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
4,Queue Length: 11,Counters: [4 4 4 4 4 4 4 4 4 3 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
5,Queue Length: 10,Counters: [5 5 5 5 5 5 5 5 5 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
6,Queue Length: 11,Counters: [6 6 6 6 6 6 6 6 6 1 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
7,Queue Length: 10,Counters: [7 7 7 7 7 7 7 7 7 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
8,Queue Length: 10,Counters: [8 8 8 8 8 8 8 8 8 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
9,Queue Length: 10,Counters: [9 9 9 9 9 9 9 9 9 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
10,Queue Length: 10,Counters: [0 0 0 0 0 0 0 0 0 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
11,Queue Length: 10,Counters: [1 1 1 1 1 1 1 1 1 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
12,Queue Length: 10,Counters: [2 2 2 2 2 2 2 2 2 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
13,Queue Length: 10,Counters: [3 3 3 3 3 3 3 3 3 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
14,Queue Length: 9,Counters: [4 4 4 4 4 4 4 4 0 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
15,Queue Length: 9,Counters: [5 5 5 5 5 5 5 5 0 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
16,Queue Length: 9,Counters: [6 6 6 6 6 6 6 6 0 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
17,Queue Length: 9,Counters: [7 7 7 7 7 7 7 7 0 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
18,Queue Length: 9,Counters: [8 8 8 8 8 8 8 8 0 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
19,Queue Length: 10,Counters: [9 9 9 9 9 9 9 9 1 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
20,Queue Length: 10,Counters: [10 10 10 10 10 10 10 10 2 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
21,Queue Length: 10,Counters: [11 11 11 11 11 11 11 11 3 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
22,Queue Length: 9,Counters: [12 12 12 12 12 12 12 12 0 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
23,Queue Length: 9,Counters: [13 13 13 13 13 13 13 13 0 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
24,Queue Length: 9,Counters: [14 14 14 14 14 14 14 14 0 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
25,Queue Length: 9,Counters: [15 15 15 15 15 15 15 15 0 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
26,Queue Length: 10,Counters: [16 16 16 16 16 16 16 16 1 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
27,Queue Length: 10,Counters: [17 17 17 17 17 17 17 17 2 0 0 ],Thresholds: [0 0 600 300 150 75 37 18 9 4 2 ]
