Step,Queue Length,Counters,Thresholds
1,Queue Length: 11,Counters: [1 1 1 1 1 1 1 1 1 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
2,Queue Length: 11,Counters: [2 2 2 2 2 2 2 2 2 2 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
3,Queue Length: 11,Counters: [3 3 3 3 3 3 3 3 3 3 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
4,Queue Length: 10,Counters: [4 4 4 4 4 4 4 4 4 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
5,Queue Length: 10,Counters: [5 5 5 5 5 5 5 5 5 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
6,Queue Length: 11,Counters: [6 6 6 6 6 6 6 6 6 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
7,Queue Length: 10,Counters: [7 7 7 7 7 7 7 7 7 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
8,Queue Length: 9,Counters: [8 8 8 8 8 8 8 8 0 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
9,Queue Length: 8,Counters: [9 9 9 9 9 9 9 0 0 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
10,Queue Length: 11,Counters: [10 10 10 10 10 10 10 1 1 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
11,Queue Length: 10,Counters: [11 11 11 11 11 11 11 2 2 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
12,Queue Length: 11,Counters: [12 12 12 12 12 12 12 3 3 1 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
13,Queue Length: 10,Counters: [13 13 13 13 13 13 13 4 4 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
14,Queue Length: 10,Counters: [14 14 14 14 14 14 14 5 5 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
15,Queue Length: 10,Counters: [15 15 15 15 15 15 15 6 6 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
16,Queue Length: 10,Counters: [16 16 16 16 16 16 16 7 7 0 0 ],Thresholds: [0 0 600 600 300 200 120 85 54 35 24 ]
